SA4,2024-07-01 00:00:00,2024-06-01 00:00:00,2024-05-01 00:00:00,2024-04-01 00:00:00,2024-03-01 00:00:00,2024-02-01 00:00:00,2024-01-01 00:00:00,2023-12-01 00:00:00,2023-11-01 00:00:00,2023-10-01 00:00:00,2023-09-01 00:00:00,2023-08-01 00:00:00,2023-07-01 00:00:00,2023-06-01 00:00:00,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-03-01 00:00:00,2023-02-01 00:00:00,2023-01-01 00:00:00,2022-12-01 00:00:00,2022-11-01 00:00:00,2022-10-01 00:00:00,2022-09-01 00:00:00,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-06-01 00:00:00,2022-05-01 00:00:00,2022-04-01 00:00:00,2022-03-01 00:00:00,2022-02-01 00:00:00,2022-01-01 00:00:00,2021-12-01 00:00:00,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-09-01 00:00:00,2021-08-01 00:00:00,2021-07-01 00:00:00,2021-06-01 00:00:00,2021-05-01 00:00:00,2021-04-01 00:00:00,2021-03-01 00:00:00,2021-02-01 00:00:00,2021-01-01 00:00:00,2020-12-01 00:00:00,2020-11-01 00:00:00,2020-10-01 00:00:00,2020-09-01 00:00:00,2020-08-01 00:00:00,2020-07-01 00:00:00,2020-06-01 00:00:00,2020-05-01 00:00:00,2020-04-01 00:00:00,2020-03-01 00:00:00,2020-02-01 00:00:00,2020-01-01 00:00:00,2019-12-01 00:00:00,2019-11-01 00:00:00,2019-10-01 00:00:00,2019-09-01 00:00:00,2019-08-01 00:00:00,2019-07-01 00:00:00,2019-06-01 00:00:00,2019-05-01 00:00:00,2019-04-01 00:00:00,2019-03-01 00:00:00,2019-02-01 00:00:00,2019-01-01 00:00:00,2018-12-01 00:00:00,2018-11-01 00:00:00,2018-10-01 00:00:00,2018-09-01 00:00:00,2018-08-01 00:00:00,2018-07-01 00:00:00,2018-06-01 00:00:00,2018-05-01 00:00:00,2018-04-01 00:00:00,2018-03-01 00:00:00,2018-02-01 00:00:00,2018-01-01 00:00:00,2017-12-01 00:00:00,2017-11-01 00:00:00,2017-10-01 00:00:00,2017-09-01 00:00:00,2017-08-01 00:00:00,2017-07-01 00:00:00,2017-06-01 00:00:00,2017-05-01 00:00:00,2017-04-01 00:00:00,2017-03-01 00:00:00,2017-02-01 00:00:00,2017-01-01 00:00:00,2016-12-01 00:00:00,2016-11-01 00:00:00,2016-10-01 00:00:00,2016-09-01 00:00:00,2016-08-01 00:00:00,2016-07-01 00:00:00
106 Hunter Valley exc Newcastle,6.22801857,6.09364821,6.29911442,6.18056879,5.68775026,6.5021186,7.18140001,5.23957946,5.13068249,5.45779612,5.38906814,5.47273793,4.780003,4.3860491,4.98575906,4.53503762,5.69052517,5.96706181,5.66032866,4.42876359,5.2619699,4.44277049,4.99816204,5.48411836,5.37826579,5.35123256,5.93133269,4.83982276,6.18826123,5.56358236,6.26267588,5.77530003,5.9218379,7.6418767,5.9103114,6.7174629,5.69355701,6.92257827,6.80191169,6.76969443,7.70933047,7.40371078,7.66713215,8.24180637,8.08066378,8.77091796,9.25825715,8.14347688,9.33104593,8.9205178,8.1134182,8.33183097,7.75500997,7.13903415,6.86377903,6.48966401,6.95306334,6.55179086,6.54985025,6.65403619,6.22196378,7.00422511,7.28980028,6.49880941,6.64997137,6.86247352,6.42557886,6.68441248,6.60017591,6.65953325,5.89559941,7.72613359,7.482586,7.03205449,7.9357240000000004,7.71059601,8.50409891,8.02845807,8.91297085,7.51623215,6.35814907,6.46988473,6.63400904,8.05795769,6.96153778,6.99185535,6.2506505,6.39526739,7.53049314,8.73027933,7.23894458,7.08969431,6.80712103,6.84446699,6.09929191,7.30789765,7.91831593
107 Illawarra,7.84309939,6.97796019,7.54835968,8.09415745,7.39742799,7.74438543,8.96009072,6.29759146,6.56999841,6.6594033,6.4120769,6.50986252,5.94393662,5.74700257,5.45899326,6.65556019,6.16788105,5.56935874,6.97203899,5.73895355,5.40401328,5.20928663,6.12773633,5.97435778,5.70311441,5.47323734,7.27587305,6.43077185,7.19881964,6.26716106,6.90547033,6.84390259,7.49811255,9.21498321,7.95826167,7.6315754,7.88420592,8.79111222,8.20193993,7.95929238,9.51347046,8.1167697,10.83085219,10.19723321,10.24612858,10.15635801,11.36522614,10.50464163,11.92561585,11.29350628,10.39781117,9.91557888,8.44069157,8.5466005,8.68241506,8.0201594,7.08087224,7.56445113,7.52972103,7.49447731,7.78938821,8.1073109,7.87692292,6.46594188,7.62244814,8.07468932,7.43460177,7.55471137,7.9861923,7.91568907,6.99773675,7.91152782,8.98988596,7.96610111,8.34252058,9.02989307,8.57970138,9.2622689,10.01279299,8.71977397,7.20688911,7.81280946,6.97806679,8.08664129,8.33653562,7.93277912,7.84795165,7.74219144,8.35928681,8.96644306,9.01432979,8.41353544,7.75161533,7.84014512,7.60240715,8.24657913,8.46269484
108 Mid North Coast,3.76998255,4.04181362,4.14740028,3.77874534,4.16341952,4.17211305,4.55090954,3.91282236,3.50752806,3.53453462,3.45228193,4.09917048,3.72447538,3.28308643,3.05602819,3.40241954,3.99317197,3.61882372,3.77545096,3.46194999,3.34574021,3.40178867,3.78563153,3.4990995,3.47618048,3.23781786,4.45240042,3.90253045,4.3343934,3.62471379,4.6331367,4.09549325,4.32637636,4.08263731,4.36086356,4.25159798,3.90440092,4.88094338,4.6900974,4.52599965,5.20663479,5.48238645,5.61496113,5.12186412,5.0473156,5.55416772,6.2143896,6.02102077,5.90939512,5.4260483,5.57161214,6.15411826,5.45271333,5.59152852,5.12726481,4.47999017,5.20975316,4.92294261,4.6846356,5.17665852,4.79243293,4.7481811,4.74356817,4.50699787,5.35897032,5.02840716,4.3033741,4.86068997,4.82922399,4.83476579,4.49870906,4.82889536,5.66799459,5.30346775,5.5063732,5.22956124,5.42019657,6.13062404,5.66550925,5.11624277,4.56212526,4.97117614,4.64968004,5.09436127,5.38136504,4.94004887,4.84874331,4.34236832,5.2502778,5.78520011,5.49613303,5.02582968,4.81767028,4.77937883,4.51641746,5.20192205,4.68883281
109 Murray,2.73317181,2.71950007,2.51171303,2.68597242,2.85527643,2.61589593,2.61106147,2.51516472,2.31336208,2.29639874,2.40899759,2.46968521,2.34927635,2.24576278,2.25146347,2.40993007,2.36321138,2.41151121,2.33637353,2.14281012,2.27339178,2.26336642,2.35666821,2.20258727,2.20952757,2.359788,2.61626664,2.36169958,2.21750537,2.83316055,2.719678,2.47102206,2.86553323,2.74759164,2.68146222,2.93582355,2.84050588,3.05065882,3.14076045,3.10449673,3.44467997,3.50803047,3.71264374,3.65244528,3.70740494,3.68430815,4.26756237,3.96274289,4.00488944,3.46556976,3.97039603,3.75291876,3.55672553,3.2356322,3.34740998,2.94113707,3.07222166,3.33003704,3.18036883,3.06924675,3.09661846,3.15672228,3.24531714,2.99562442,3.11280788,3.31789242,2.98672602,3.06645144,3.1368394,3.22022924,3.18472899,3.27787391,3.52565088,3.53861598,3.56215916,3.41005071,3.79480176,3.64179702,4.04348347,3.2764911,3.13028469,3.34109019,3.15812113,3.36682066,3.21489258,3.06503598,2.96379295,3.03680542,3.38148452,3.52229679,3.47859111,3.20441213,3.12942497,3.06365109,2.85201225,3.02533563,3.31231757
110 New England and North West,4.24402169,4.47190713,4.76780261,4.71731842,5.00659015,4.66747733,5.07744744,4.11785835,3.88676434,3.9567533,3.97898085,4.48860853,4.05090051,3.76704686,3.52440992,3.74900363,4.40294331,4.36284137,3.73858371,3.6707611,3.88775827,3.61244073,3.8488984,3.67643164,3.73694844,3.91700593,4.42873002,3.98126874,4.45478047,4.424361,4.7174677,4.45168039,4.30441958,4.94394348,4.27211672,4.31720022,4.63646001,4.93804704,4.86577993,5.06174472,5.14975906,5.50715842,5.81189668,5.40158597,5.4172902,5.703182,6.10812599,5.98385141,6.19453948,5.75044212,5.11573263,6.07806578,5.80417407,6.11820847,5.51265279,5.20583713,5.2398475,5.25213058,5.34178641,5.2265734,4.74279513,5.24755847,4.89287524,4.95343062,4.82250971,5.46087776,4.99262133,4.32041143,5.20800075,4.95790049,5.02326941,5.38048655,5.83873636,5.65452342,5.88722878,5.90694601,5.73576929,6.47878865,6.04432199,5.55178497,5.12565537,5.33021871,4.56268311,5.66723763,5.24433175,4.96083122,5.06215083,4.69820602,5.19727677,5.75265413,5.90596037,4.68858306,5.05677708,5.41103562,5.22224687,5.30866457,5.62295739
111 Newcastle and Lake Macquarie,9.48405462,8.63784133,7.47727752,8.91364877,9.33802076,9.25133688,10.23029129,7.523076,8.27140358,6.40461037,8.09002037,8.77386612,7.46239372,6.2153124,7.12324957,7.73098916,8.32698304,7.26398704,7.67265276,6.90153066,7.0636321,7.07226674,7.00697735,8.05270227,6.63773303,6.96118592,10.02484237,7.85454648,8.89524697,8.9150223,9.60487335,7.57469056,8.97135569,10.3323791,9.30808689,9.34336261,8.99421315,10.63314967,9.07716196,11.21251526,11.01747254,10.77682936,12.98513662,12.42339774,12.62689439,12.84437466,14.03312327,12.5089152,14.67833184,14.37657211,12.9715711,12.96016291,10.98877539,11.32103556,9.38368718,10.36035693,10.11520226,10.33085221,9.203969,9.24372935,9.90279657,10.94419838,8.75622096,9.59949649,9.90319398,9.64466531,9.59369363,9.48236676,8.27757172,9.22861815,9.75607162,11.75499642,10.01628155,9.60521783,11.41347021,11.77840067,11.30936402,11.78372461,12.49121876,9.93119659,9.74677958,9.93406091,9.52110089,10.69446068,9.51710893,9.98309661,9.67289151,9.63472154,11.26945303,11.17819449,10.60972179,10.84919247,9.53987279,9.50901118,10.49980081,10.39052034,10.95883753
112 Richmond - Tweed,4.84834518,5.10885873,4.57326711,5.01625347,4.7122723,5.21187789,5.02660671,4.92625954,4.08615524,4.25073457,4.01084571,4.01631683,4.63254738,3.86526783,3.59679296,3.75854594,4.54613076,4.49232985,4.39936192,3.59182801,4.04485588,3.48323936,4.67239645,4.49636613,3.26018211,4.51453288,5.78582044,5.37205637,5.52785932,4.57220596,6.06751053,4.55561974,4.75186601,5.01041541,5.36974652,5.51517559,5.20925458,4.69924376,6.06861139,5.93972494,6.4260131,6.57871128,6.43510181,7.05460307,7.23003279,7.01314316,8.03537788,6.99263329,8.18197153,7.96105085,7.71835601,7.80491812,5.99978949,5.97525095,5.9625928,6.04996276,5.21948825,6.40704211,5.09970452,5.79314101,5.73626021,6.11081834,5.80600832,6.03270213,5.7623457,6.37653919,5.48664123,5.28315421,6.12879484,6.18544372,6.00086924,6.61193833,6.94211228,6.28772624,6.65219992,7.54109979,7.54839287,7.32815986,8.68952202,7.00474756,5.76903157,6.28245242,5.84632678,6.81045571,6.61635705,6.23912834,5.92389496,5.83623468,7.35620825,7.06828487,7.35518383,6.76588707,6.1617346,5.84030637,6.74262088,6.37907405,6.3590375
113 Riverina,3.12606293,3.05627705,2.86390532,3.02487137,2.77524393,2.67290451,3.01424671,2.65056187,2.4283641,2.44930729,2.61373345,2.81723058,2.45876355,2.32524421,2.12484587,2.50861751,2.37736419,2.53121456,2.46517539,2.16527511,2.34261801,2.34095251,2.39993645,2.36273857,2.39114907,2.38984489,2.61922374,2.36694297,2.63609358,2.83302027,3.02831802,2.56697752,2.93936892,2.79517586,2.61042227,3.02815968,2.92329813,3.19787405,2.8646587,3.37132905,3.28113991,3.44163594,4.17767143,3.37869202,3.75004263,4.10465557,4.34571727,4.17157018,4.27064888,4.23622111,3.89395683,4.16357215,3.71917454,3.70899724,3.72730547,3.48102927,3.45268587,3.52518158,3.42147454,3.46128101,3.14529866,3.23207899,3.32772254,3.44901092,3.48381772,3.4685058,3.06012717,2.99411622,3.37706249,3.63749881,3.02251137,3.72059932,3.71383751,3.66953216,3.88854273,3.77705823,3.93601002,3.91655937,4.09171767,3.48568776,3.41029861,3.11592967,3.24082645,3.25251459,2.99637637,3.24770563,3.44078466,3.37353256,3.332241,3.58353707,3.73750415,3.58669569,3.46536948,3.13167492,3.53916415,3.47001233,3.35834381
114 Southern Highlands and Shoalhaven,2.45690934,2.59685512,2.90358222,2.66494444,2.58996143,2.71020411,2.8695685,2.38099543,2.26961289,2.45910808,2.35552316,2.49897104,2.17111455,2.01880094,2.24141017,2.44492837,2.37888167,2.3945557,2.23371471,2.23027696,2.25268723,2.11283277,2.25405438,2.51393135,2.38192334,2.32851208,2.66830795,2.35766613,2.85867563,2.70399715,2.76185815,2.70413779,2.74872369,3.30731186,2.88618769,2.88919567,2.9177222,3.14138237,3.05295095,3.1030499,3.48282784,3.61663285,3.93563607,3.47918394,3.82094827,3.82808609,4.19840761,4.38962329,4.73084972,3.6574578,4.29216228,4.14354353,3.6382839,3.89326865,3.34504725,2.92975912,3.32884297,3.4016144,3.33119348,3.36625648,3.18016449,3.49323276,3.37444424,3.34844312,3.27272665,3.4822082,3.39620913,2.89025086,3.07371738,3.43613895,2.96737448,3.89279934,3.71809358,3.61278068,3.68844496,3.80577478,4.0033097,4.16227025,4.17166817,3.60813048,3.44570905,3.59667079,3.42303766,3.69994904,3.44619688,3.43690348,3.49723595,3.17874642,3.6542754,4.03913164,3.89562253,3.20544957,3.45778837,3.72832966,3.47229402,3.52267899,3.85028611
206 Melbourne - Inner,21.45622832,20.62920429,19.86297751,21.82611149,20.23652871,20.4011047,20.31220305,19.23094276,15.98042915,17.19347603,14.39662745,14.89777358,15.95970272,15.22434882,16.50768194,17.88195068,17.37908074,17.25626992,20.97411778,15.67057115,14.51801107,14.30126651,14.824472,16.32673676,11.59471141,13.27296997,15.49799165,19.76442878,18.95378683,19.67953206,19.51305219,18.23015058,19.8729499,22.21029737,19.75622025,17.25561357,17.70874953,18.24627333,20.77164126,22.5145838,26.84398827,27.00624878,29.42725632,26.61330174,28.51242802,30.30821141,25.72620009,29.58402994,30.11965173,31.90230128,27.58719097,26.55351522,22.35651876,23.00915914,24.0980371,18.64178071,17.20354123,17.73352204,17.64330757,19.85731846,17.96204336,17.82944697,17.0723893,19.54402278,20.29654714,20.32392577,19.00192953,14.90336567,16.38953099,15.06930114,16.54441548,19.02264185,18.35504662,19.38053382,19.62414528,20.29181056,21.74812483,23.39713097,22.35187472,23.61646402,19.3272943,21.14288168,21.69463704,23.84431369,23.66236553,22.564212,23.01784723,25.40146363,25.59192627,24.81500617,24.82192939,23.54649789,22.3655285,20.58921714,21.7222914,20.16634064,20.65497195
207 Melbourne - Inner East,8.72050991,7.98844928,9.02446114,9.08613406,8.70998818,8.52822515,8.28380363,7.50385646,7.71785743,7.29338251,6.80196672,6.6468863,6.53329688,6.81237751,7.08744771,7.71035838,7.30278593,8.03883923,8.29239887,6.68987841,6.21515651,6.42953879,7.05609,6.9911488,6.14766591,5.84472561,7.42447145,8.0251793,8.62285704,9.29706157,8.89168662,8.66275313,9.10211649,10.54036398,9.20877416,7.99067639,8.99384006,8.83594155,9.4715574,11.55855555,13.39623554,13.39910359,14.76012887,13.56318569,14.4072477,14.7642006,13.46002458,14.53937949,14.84156589,14.62750841,14.96302118,12.24323935,10.15878024,10.54917455,10.77277709,8.98240394,7.72807183,7.87804982,8.44888532,8.80711697,8.36060233,8.60761428,8.45970684,9.04818562,8.61343901,9.59652591,9.16251326,7.47982061,7.46399522,7.26977918,7.97642622,8.26883341,8.42356995,9.19547194,8.65765313,9.04713138,9.92089633,10.41973134,10.71331684,10.45070508,9.27286066,9.12483145,10.30796019,10.51209117,10.19013639,9.76048992,10.38470225,11.19305682,11.23570884,11.72134968,11.13773236,9.89179118,10.23515585,9.86464728,9.19908145,9.53712402,9.62158044
208 Melbourne - Inner South,9.22936899,8.41733601,9.07500895,9.47110105,8.88223007,8.32156719,8.81202377,7.69406256,7.4150516,7.30786275,6.71403064,7.08232979,6.55102569,6.53958381,7.16781103,7.81757278,8.38108197,8.13668603,8.69011528,7.21174226,7.05441056,6.94825303,6.61251859,6.86988817,5.98253747,6.36189347,7.23246846,9.18821803,8.02187522,9.02602835,9.16045677,8.42087239,8.72162982,10.32967365,8.75784132,8.08509355,8.55070219,9.0537766,9.0216208,11.39899306,12.81711802,12.02424627,15.09144121,13.25119806,13.89124873,15.32665908,13.29116966,15.49938432,14.46392184,15.37545451,14.90531762,12.33792001,10.89685978,11.01597663,11.49705729,8.98247702,7.80989942,8.69828151,8.36322112,9.30376593,8.87782988,8.45605677,8.68342796,8.84430393,9.57431805,9.89744398,8.57670547,7.86482907,8.03770045,7.39619433,7.64813379,9.02923406,8.64135388,9.13925856,9.14553687,9.95685541,9.89180775,10.41589499,10.88581911,11.00922686,9.55655659,9.57254974,10.36031535,11.43260196,10.76305931,10.23781141,10.67598983,10.98793199,10.96555705,11.2736373,11.16798124,10.58591753,9.19484127,9.53433609,9.66149459,9.8006431,9.50370265
209 Melbourne - North East,14.6885465,13.4580131,14.87997966,14.37591302,14.39721352,13.91442875,13.48078854,13.61038822,11.8073313,11.63712073,10.50728201,11.61397299,11.09069226,10.8379698,11.97147332,12.47415261,12.44129573,12.04230142,13.60307656,10.69810346,10.8784415,10.4434713,10.76029118,11.25406476,9.42524627,9.58551722,11.67131869,13.18114636,13.21957892,13.95273891,13.80909301,12.78209994,12.4917463,15.74804539,13.16451495,11.67905392,12.75434139,12.46409922,14.06799078,16.4083567,18.60353534,18.7267129,20.72588782,18.49573491,19.95975346,19.21971192,18.6122955,20.12412732,18.57193966,20.0063028,18.39482506,17.76059956,16.44039722,18.57540626,17.12475563,15.33474626,13.07305021,13.42823053,14.33645841,14.1959188,14.16024567,13.68956765,13.45508258,14.40112275,14.19723566,15.16743076,14.28934537,12.40279631,12.17815617,11.68597337,12.68121639,13.62433567,12.71198129,14.85835869,14.69869128,15.1519902,15.1165135,16.84358214,17.18694333,16.80737662,14.77145203,15.11292079,17.0893737,17.08967779,16.62754202,15.36999712,17.21666801,18.52701624,19.07304773,18.02715925,18.10065144,16.94439768,16.04195671,15.13611179,15.57367086,14.45870012,15.88945216
210 Melbourne - North West,13.3441927,12.61632384,13.27941079,13.6569375,13.67449966,12.90887099,12.91209478,12.53431357,11.89618753,10.61545988,10.57250516,10.55904977,10.05104294,10.51740317,10.85976411,12.73588193,11.79016871,12.19420878,13.34495083,10.36847733,9.65566145,10.18694351,9.82151952,10.36091105,9.13667686,8.96664649,10.79000431,12.92346571,12.79897656,12.76802607,12.71049434,12.27703234,11.9319821,14.92441748,12.17523733,11.41929662,12.56926959,11.98172706,12.99786187,14.84113687,18.05591777,17.75277038,19.08422819,17.80683079,17.93149686,17.68243479,16.68665465,18.34311466,18.05272166,18.8315844,17.49314432,16.51794624,15.9774386,17.52578309,16.93894358,13.87696638,13.14907402,13.04553927,13.38428919,14.2078202,13.22769728,13.15740226,12.9355968,14.35788133,13.07524163,14.92596865,13.80600356,11.33746286,11.58479118,11.23237147,11.9368574,12.7681017,12.9356281,14.02383056,12.55380569,13.80600919,15.354574,15.72080801,15.50678681,15.73269355,13.80014898,13.85022874,15.2077533,16.40527797,15.92540136,14.82158615,15.57307601,16.25917342,17.42017653,16.60838781,16.2143939,15.1936458,13.78436671,13.49042336,13.75414057,13.2915529,13.18232702
211 Melbourne - Outer East,10.00345309,10.22892123,10.33458128,10.71602444,10.36366293,10.10233878,9.95156642,9.48694118,9.07172923,7.83186909,8.50178469,7.52997298,7.95921706,8.04288923,8.11942196,8.80481431,8.60400236,9.80047568,9.97658969,7.47484343,7.87185274,8.01797152,7.3509904,8.72493565,7.30482297,7.08352795,8.82013099,9.49441368,9.92040631,10.34944992,10.82195979,9.82917844,10.0081533,11.55886207,10.31907815,9.20430058,10.44045201,9.89251553,10.62096422,12.6167142,15.5930621,14.20681351,15.73814633,15.5470838,15.25567715,16.17718659,15.19502048,17.18037696,14.97765098,16.84083873,15.89800032,14.32827993,13.58413152,13.6141256,14.16841397,11.79183832,9.86602629,10.3839968,10.58401939,11.89687254,11.65631343,10.34250635,10.90898511,11.67597781,11.59859063,12.21275305,11.67591681,8.75458164,10.14429613,9.92591784,10.11965062,10.87388801,11.06025453,12.88260233,11.21522058,11.79533208,12.16930351,13.84917311,14.54947602,13.22162298,11.21819903,12.28557032,13.24446065,13.9831605,12.71327772,13.21779707,13.47791401,14.38465249,15.61612032,15.16662128,13.5836273,13.68670581,12.74461804,12.2973652,12.47348227,12.40390533,12.70852325
212 Melbourne - South East,26.47575257,27.17908665,27.46842148,28.8011574,27.07211163,24.89104507,26.17022223,24.90156382,22.68622434,21.23689274,20.6542276,19.26841252,20.26536055,21.90228987,20.41427214,23.15282066,22.85662719,23.55394157,24.15716957,18.16663181,19.33353517,18.37011944,17.2048627,20.57998354,16.52204006,16.1558058,19.88158082,23.12054145,24.35753503,25.18372828,22.55107634,22.69811041,24.24413176,27.02932276,24.48073348,20.93493734,22.99192086,21.4393149,24.68128676,28.83060864,34.69456236,33.32447335,36.84304579,34.68498872,35.7003646,35.5105717,32.87515766,35.71268001,33.80930967,37.85674938,33.10493965,32.35893523,28.65244896,31.68568035,30.74758148,26.83654457,22.61870112,24.00675412,25.34687116,26.25544774,26.82015687,24.18686475,22.84520139,27.1407225,24.43930638,26.42196291,25.813458,20.03439589,21.8459602,20.69392195,21.42029627,21.93996817,22.83705847,26.03486991,23.9351086,25.90323141,26.08816384,29.00700465,29.90541239,30.27891288,24.34435078,25.08905537,28.51365467,30.21150788,29.87203492,27.11978318,28.36918927,28.93346005,33.21741269,30.85446712,29.67028818,28.51644334,26.69068651,26.11926241,26.55652955,25.91545952,26.93775661
213 Melbourne - West,31.41229828,33.64668641,31.38330982,31.16341041,29.49579723,28.87330921,30.456708,27.05047664,27.38242027,24.88359414,22.44737368,24.1351276,24.43389452,23.43007882,26.74468658,27.30171812,27.11387748,28.28682183,27.39651458,22.58390613,22.06628725,22.38941882,21.43661571,25.57196155,18.97282886,19.2930068,23.11784002,28.34536754,26.12401653,28.81850284,27.54824132,26.23454409,28.57425681,31.89352145,26.83339231,24.06280017,27.27071025,25.94889563,27.17864657,36.87061425,41.25056527,36.85938413,42.75067085,38.13335298,42.13552244,38.71695754,36.55355799,40.5617184,39.34011508,40.59899214,36.54255143,35.98258263,34.21640016,38.45530164,39.06353966,30.51869906,26.31931934,28.78351956,29.45236507,32.62112206,30.23850536,29.42954766,26.79048277,31.66262752,30.22086271,30.56337339,29.9528855,23.33199296,25.71466269,25.14937663,25.78442726,27.22870856,30.33756893,32.20850211,27.54948204,30.1784599,32.04862687,36.29417528,35.93025129,35.87641482,29.0357483,32.19462114,36.38562641,36.16848323,34.74394277,33.34459579,33.94444825,36.73572322,38.21158553,36.35335418,35.28259992,32.77521778,32.79434057,30.61636003,31.06292219,30.94534005,32.26620231
214 Mornington Peninsula,7.30827218,7.07263591,7.37807761,6.73693766,7.27917311,7.01362212,6.80580265,6.14504246,5.9304655,5.86943179,5.56201232,5.71028334,5.54914364,5.77878158,5.78310541,6.66039688,5.98331765,6.43379872,7.26298248,5.60961264,5.49931244,5.46921932,5.48646033,5.94419523,5.17858883,5.29423573,5.98201218,6.88382162,6.99721679,7.20939801,7.17887418,6.92567769,6.75806279,7.95248048,7.14544542,6.58030777,6.91580021,7.04574579,7.296313,8.47546857,9.69635044,9.62946465,10.02340449,9.43141352,10.29943689,10.13972173,9.61563823,10.72593965,10.15750913,10.78883722,10.18642229,9.985451,9.10703954,10.01175433,9.63429452,7.6105502,7.09661527,7.55107768,7.67716889,7.81275389,7.7445183,7.7181328,7.51496323,7.77375576,7.91096628,8.16916385,7.92825883,6.59672983,6.53627593,6.53715427,6.93840497,7.39153082,7.72166826,8.17900026,7.7725126,8.33569506,8.91158896,9.49550366,9.02839545,8.73530683,8.243935,8.31895751,9.21406853,9.57341531,9.43502737,8.79677313,9.02253679,9.82891771,9.65849751,9.59560476,9.42891504,9.03931929,8.54970849,8.60113449,8.64183737,8.33957861,8.88278474
201 Ballarat,3.25311364,3.08150316,3.22543655,3.18822009,3.25876578,3.12036153,3.31986734,2.97514107,2.7455772,2.71313361,2.57829319,2.67830121,2.55275939,2.59867308,2.65964296,2.82213914,3.00248896,2.9473554,3.119282,2.4063215,2.73616804,2.46211797,2.42403445,2.7859245,2.396397,2.48313081,2.67250384,3.10641128,2.9975966,3.08482962,2.99710229,2.72446226,2.80069346,3.11265123,2.87697002,2.82656544,3.1291513,2.79516602,3.21105712,3.7228774,3.98963165,4.05590332,4.32130299,3.85311069,4.14464061,4.08390063,3.90681079,4.27298841,3.97589972,4.23196221,4.0819864,3.75737552,3.7799097,3.55548051,3.75940128,3.15670034,3.00231567,3.05899216,3.17826766,3.32099766,3.00220297,3.10256959,3.07251664,3.41703504,3.59970037,3.89165748,3.81631372,3.33253183,3.32358918,3.32873944,3.71359086,3.81725712,3.84718051,4.17840592,3.92764908,4.21758691,4.60983786,4.85721974,4.84627748,4.64425615,4.02407743,4.27218815,4.40914865,4.46966559,4.3788824,4.21958994,4.39394446,4.6807851,4.87002199,4.72390371,4.82124595,4.46136672,4.25459991,4.14995818,4.70977706,4.64721293,4.46849886
202 Bendigo,2.93383694,2.88649763,2.96383913,2.84453651,3.09828267,2.91499959,2.8776779,2.70322214,2.69231989,2.5528393,2.32086517,2.61653546,2.49748265,2.54241275,2.62691143,2.81422189,2.73788223,2.92627769,3.20521802,2.48263949,2.5090775,2.43737555,2.54215898,2.67656282,2.26705125,2.36245622,2.68435192,3.03618458,3.0008973,2.91309714,3.1334194,2.69551582,2.58150847,2.99606706,3.00890108,2.73651197,3.04004805,2.87447917,3.265133,3.64347365,4.10540496,4.05190006,4.27058966,4.05293213,4.01409986,3.9983108,4.08063906,4.17838062,4.08261616,4.43938066,4.12219367,3.59286449,3.76113523,3.62544645,3.8268193,3.46790319,2.94602266,3.1958573,3.17661535,3.39819958,3.2200726,3.22305516,3.32516195,3.27328419,3.68541903,3.97400458,3.92744513,3.4346572,3.57215276,3.5585512,3.90806498,3.8387816,3.79021557,4.23798146,4.06474993,4.33631895,4.55601773,4.88018179,4.95012868,4.69070068,4.20610382,4.25533569,4.46565788,4.43740619,4.41540526,4.12797773,4.30966997,4.46857677,4.6909797,4.69823152,4.58398865,4.26321604,3.97324832,3.92681611,4.22983973,4.0531417,4.19757008
203 Geelong,6.23338064,5.89006429,6.28082938,6.19982079,6.02569984,6.04470237,5.85893385,5.30884614,5.16199559,4.75481936,4.86223646,5.02418816,4.64410025,4.69292442,4.73847335,5.80829882,5.1835914,5.26046647,6.05618696,4.21694814,4.47467822,4.7822143,4.51700964,4.73558405,4.36628636,4.44177181,4.7711471,5.55553397,5.63991207,5.7603967,5.47725889,5.26205945,5.15025313,6.00506021,5.82746484,5.24061332,5.78180329,5.80275082,6.26444842,6.8669249,7.9250265,8.14248203,8.63771455,7.96846602,8.28473774,8.54366287,8.44126813,8.89063909,8.34880786,8.88432608,8.76246508,6.70818896,6.53952828,6.34185414,6.97055454,5.39172606,5.87822821,5.72505522,5.62443675,5.5981278,5.94323576,5.5511716,5.86479696,6.29064071,6.36126375,6.994955,6.76199292,6.05461717,6.35973608,6.13950128,6.53319794,6.90445474,7.09890989,7.3770454,6.76963264,7.85439323,7.87681877,9.06585529,8.69676409,8.35478377,7.61466019,7.79173749,7.94775414,8.32630953,8.18497887,7.44564291,7.68974752,8.28506526,8.9838799,8.5156749,8.38132123,7.93319305,7.74544932,7.55882101,7.50518665,8.16443185,8.23271863
